Recipes_name,Ingredients,Recipes,Flavor,Difficulty,Estimated Cooking Time
Ginger-fried Duck (Step-by-step),Okra,"Step 1: Put okra in boiling water. Cook until the color changes, then cook for a little while longer. Remove and plate. Dressing: Mix rapeseed oil, lard, scallions, steamed fish soy sauce, a little Wei Mei Xian soy sauce, and a little aromatic vinegar. Pour over the okra.","Fresh, Light, Savory, Aromatic (Scallion Oil/Lard)",Very Easy,10 - 15 Minutes
"Three-flavor Fish (Pan-fried, Stewed, Steamed)",Wuchuan fish (Crispy Grass Carp); Hunan chili; Sand Ginger (Sha Jiang); Dried shallot/onion head; Scallions (small); Garlic; Cooking wine; Cilantro; Millet chili,"Step 1 (Marinate): Cut the crispy fish. Add salt (1 spoon), sugar (1 spoon), Song Xian Jing (Mushroom essence, 1 spoon), oyster sauce, light soy sauce (1 spoon, using a standard eating spoon), and cooking wine. Step 2: Add white pepper powder and peanut oil. Mix well and marinate for 15 minutes. Step 3 (Prep): Prepare seasonings: Millet chili, sand ginger, small onion heads, garlic, chili. Step 4 (Chop): 1) Separate the white and green parts of the scallions. 2) Mince the garlic and sand ginger. Step 5: Heat oil in the wok. Step 6: Add the marinated fish. Step 7: Stir-fry until the color changes, then remove. Step 8: Add a little more oil. Step 9: Sauté the seasonings until fragrant. Step 10: Return the fish to the wok and stir-fry. Step 11: Add the chili and scallions. Step 12: Add a little more light soy sauce. Step 13: Garnish with cilantro.","Spicy, Savory, Umami (Sand Ginger/Oyster Sauce), Crispy (Fish Texture)",Medium,25 - 35 Minutes
Homemade Cream Cheese,Milk; Salt; Zero-calorie sweetener (0-Calorie Sugar); White vinegar,"Step 1: Pour milk into a pot and heat over low heat. Step 2: Turn off the heat when the milk reaches about 70∘C. Step 3: Pour in white vinegar gradually in small amounts, stirring the milk constantly. Step 4: Continue until the milk separates into curds and whey (whey separation state). Step 5: Strain the curds through a cloth. Step 6: Put the strained curds into a food processor. Add zero-calorie sweetener. Step 7: Add salt and blend on high speed. Step 8: If the cheese is too dry, add some of the strained whey and continue blending. Step 9: Blend until smooth and creamy. Step 10: Store in a jar and refrigerate. Can be used as a spread for toast or crackers. It has a dairy aroma with a hint of tartness.","Creamy, Slightly Tart, Dairy, Slightly Sweet (from sweetener)",Easy,30 - 40 Minutes
"Vegetarian Dumplings with Zucchini, Egg, Black Fungus & Shrimp",Zucchini; Eggs; Black fungus; Shrimp; Scallions; Salt; Thirteen Spices; White pepper; Rapeseed oil,"Step 1: Make and rest the dough, then roll out dumpling wrappers. Step 2: a) Grate zucchini, salt it for 10 minutes, squeeze out water and chop slightly. b) Scramble eggs with a bit of salt, let cool. c) Boil and dice black fungus. d) Dice thawed shrimp. e) Chop scallions. Step 3: Mix all ingredients, taste the zucchini for saltiness, then adjust seasoning with salt, rapeseed oil, thirteen spices, and white pepper. Step 4: Wrap tightly. Boil dumplings until they float twice, then rest for a minute before serving. Step 5: Great even when cooled—chewier texture.","light, savory, aromatic, fresh",Medium,30min
Braised Pork Ribs with Beans and Potatoes,Green beans; Pork ribs; Potatoes; Ginger; Scallions; Soy sauce; Dark soy sauce; Rice vinegar; Cooking wine; Star anise; Rock sugar,"Step 1: Blanch ribs with scallions, ginger, and cooking wine. Step 2: In a pressure cooker, add ribs, soy sauce, dark soy sauce, vinegar, cooking wine, star anise, scallions, ginger, sugar, and salt. Add water to cover ribs. Cook 20 min under pressure. Step 3: Fry beans and potatoes with salt for 5 minutes, adding water to prevent sticking. Step 4: Mix ribs with vegetables, add broth to cover completely, simmer 11 minutes, adjust seasoning, and finish with chicken essence.","rich, savory, umami, home-style",Medium,45min
Braised Pearl Grouper,Pearl grouper; Ginger; Scallions; Garlic; Sweet soy sauce; Vinegar; Dark soy sauce; Water,"Step 1: Clean fish thoroughly. Step 2: Heat oil with ginger, scallions, and garlic. Fry both sides of the fish until golden. Step 3: Add sweet soy sauce, vinegar, dark soy sauce, and water. Simmer until sauce thickens, garnish with scallions.","savory, tender, slightly sweet, aromatic",Simple,25min
Homemade Toast (2x450g),Seaweed jelly; Honey,Step 1: Soak seaweed jelly for 1 hour. Step 2: Boil under pressure for 40 minutes (50 g jelly to 2500 g water). Step 3: Filter and cool to set. Step 4: Chill in fridge. Step 5: Shred and drizzle with honey or add toppings like fruits or raisins.,"light, refreshing, sweet, cooling",Simple,60min
Slow-Stewed Beef Short Ribs with Herbs,Australian beef short ribs; Cilantro; Cinnamon; Star anise; Bay leaves; Ginger,"Step 1: Blanch beef ribs in cold water with ginger and cooking wine. Skim off foam. Step 2: Prepare dipping sauce with minced garlic, sesame, crushed peppercorns, and scallions. Step 3: Add cilantro finely chopped. Step 4: Transfer ribs to rice cooker with water, bay leaves, ginger, and spices. Cook until tender. Step 5: Heat oil and pour over sauce mixture, season with soy sauce, vinegar, sesame oil, and chili oil. Step 6: Once cooked, slice ribs and soak in broth to keep moist. Serve with rice cooked in beef broth.","rich, hearty, aromatic, comforting",Hard,90min
Rock Sugar Milk Ice Cream,Rock sugar; Milk powder; Milk; Cornstarch,"Step 1: Mix 70 g rock sugar, 2 boxes milk (200 ml each), 60 g milk powder, and 15 g cornstarch. Step 2: Heat and stir on low until thickened (~20 min). Step 3: Pour into molds, chill for 6 hours before serving.","sweet, creamy, milky, nostalgic",Simple,30min
Stir-Fried Tofu Strips with Bean Sprouts and Pork,Braised tofu; Pork belly; Bean sprouts; Chives; Soy sauce; Dark soy sauce; Oyster sauce; Salt; White pepper; Scallions; Garlic,"Step 1: Slice pork and tofu. Step 2: Stir-fry pork until fat renders, add tofu and fry lightly. Step 3: Add bean sprouts, soy sauce, oyster sauce, salt, and pepper. Step 4: Toss in chives briefly and serve hot.","savory, smoky, fragrant, homestyle",Simple,20min
Stir-Fried Squid with Onion and Chili,Squid; Onion; Ginger; Garlic; Chili; Scallions; Douban paste; Oyster sauce; Sugar; Cooking wine; White pepper,"Step 1: Clean and score squid, marinate with ginger, scallions, and white pepper. Blanch briefly. Step 2: Stir-fry ginger and garlic, add Douban paste, then squid, onion, sugar, oyster sauce, chili, and scallions. Stir-fry quickly and serve.","spicy, umami, aromatic, tender",Medium,25min
Spicy Vegetarian Rice Noodles,Rice noodles; Quail eggs; Enoki mushrooms; Seaweed; Bean curd sheets; Oyster mushrooms; Lettuce; Garlic; Chili; Peppercorn; Douban paste; Hot pot base; MSG; Vinegar; Sesame oil; Meatballs,"Step 1: Prepare all vegetables. Step 2: Fry aromatics with Douban paste and hotpot base. Step 3: Add water, then meatballs, noodles, mushrooms, and other toppings. Step 4: Season with salt, vinegar, sesame oil, and serve hot.","spicy, numbing, tangy, hearty",Medium,40min
Silky Loofah and Shrimp Soup,Loofah; Eggs; Shrimp; Salt; Soy sauce,"Step 1: Peel shrimp, slice loofah. Step 2: Scramble eggs and remove. Step 3: Sauté shrimp until pink, add loofah, pour in boiling water, simmer for 2–3 minutes, season with salt and soy sauce, and add eggs back in.","light, fresh, umami, comforting",Simple,15min
Scallion Roll (Self-record),Buckwheat flour; Wheat flour; Water; Onion; Tomato; Garlic; Green vegetables; Potato; Chili; Mushroom; Soy sauce; Dark soy sauce; Sichuan pepper powder,"Step 1: Mix flours with half hot, half cold water into a smooth dough. Step 2: Dice vegetables for the soup base. Step 3: Roll dough into small pellets. Step 4: Sauté aromatics and vegetables, add water, soy sauces, and pepper powder. Step 5: Boil pellets until cooked, combine with soup, and serve hot.","savory, earthy, rustic, hearty",Medium,60min
Air-Fried Original Chicken Drumsticks,Chicken drumsticks; Oil; Starch; Flour; Salt; Black pepper; White pepper; Oregano; Chili powder; Yogurt,"Step 1: Score drumsticks, marinate with salt, peppers, oregano, chili, and yogurt for 1 hour or overnight. Step 2: Coat with flour mixture, double-dip for crispiness. Step 3: Preheat air fryer at 200°C for 3 minutes, spray oil, fry 25 minutes flipping once.","crispy, savory, aromatic, juicy",Medium,35min
Homemade Milk Popsicles,Milk; Milk powder; Sugar; Cornstarch,"Step 1: Mix all ingredients and stir well. Step 2: Heat on low until slightly thickened. Step 3: Filter, pour into molds, freeze for 6 hours, unmold and enjoy.","sweet, creamy, light, refreshing",Simple,20min
Fujian-style Fried Rice (Home Version),Plums (any edible kind such as yellow or red plums); Rock sugar; Bayberries,"Step 1: Clean the plums thoroughly. Step 2: Optionally rub with a little salt to remove bitterness. Step 3: Remove stems and any damaged parts. Step 4: Add plums and an equal amount of rock sugar into the rice cooker. Use the “keep warm” function for 8–12 hours. You can adjust sugar to taste. Step 5: After about 10 hours, transfer to clean, dry jars and refrigerate. Step 6: Store plums and juice together; dilute with cold or sparkling water when serving. Step 7: Use the same method for bayberries, but with a 1:0.5 fruit-to-sugar ratio, and keep warm for 18 hours. Step 8: Bayberry syrup yields less juice but has a beautiful color.","Sweet, fruity, refreshing, tangy",简单,480min
Crispy Black Pepper Chicken Drumsticks,Chicken drumsticks; Salt; Ginger; Oil; Soy sauce; Oyster sauce; Crushed black pepper; Coriander seeds; Dill; Garlic powder; Rosemary,"Step 1: Soak drumsticks in water for 30 minutes to remove blood, then pat dry. Step 2: Marinate with soy sauce, oyster sauce, ginger slices, black pepper, coriander seeds, dill, garlic powder, rosemary, and salt. Refrigerate overnight. Step 3: Spray lightly with oil and air fry at 180°C for 15 minutes, flip and cook another 10 minutes. Step 4: Drain excess liquid and cook 3 more minutes skin-side up for crispiness.","Savory, peppery, aromatic, crispy",中等,40min
Braised Lamb Spine,Water chestnut flour; Brown sugar; White sugar; Coconut milk; Water; Steaming pan,"Step 1: Divide 500g flour into two portions. Mix one with 500g water to form a slurry. Step 2: Boil 500g water with brown sugar until melted, then add 1/5 of slurry while stirring, mix with remaining slurry. Step 3: Mix second portion with 250g water and 250g coconut milk, repeat heating and mixing steps. Step 4: Steam alternating layers (brown, white) 3 minutes each, until pan is full. Step 5: Cool completely before unmolding and cutting. Soft and chewy with perfect sweetness.","Sweet, coconutty, chewy, smooth",中等,90min
Pork Buns,Yeast; Pork; Sugar; Warm water; Cooking wine; Oyster sauce; Soy sauce; Scallions,"Step 1: Mix 300g minced pork (70% lean) with soy sauce, wine, oyster sauce, and scallions. Add water gradually while stirring, finish with sesame oil, refrigerate. Step 2: Mix 300g flour with 3g yeast, 3g sugar, and 170g water. Let rise to double size. Step 3: Divide dough, roll into wrappers, fill with meat, shape buns. Step 4: Let rest 20 minutes, then steam for 25 minutes. Wait 5 minutes before opening lid. Soft, juicy, and flavorful.","Savory, juicy, fluffy, homestyle",中等,60min
Sweet Pear and Tremella Osmanthus Drink,Dried white fungus; Rock sugar; Water; Goji berries; Pears; Dried osmanthus,"Step 1: Dice 300g of pears, add 1L water, boil for 10 minutes, rest 5 minutes, then add 30g rock sugar and 10 goji berries, simmer 10 minutes more. Optionally steep with osmanthus in a thermos for fragrance.","Sweet, floral, soothing, light",简单,30min
Coconut Red Bean Snow Mountain,Diced red beans; Red bean paste; Osmanthus jelly; Fresh milk; Sweet coconut milk; Whipped cream; Pecan crumbs,"Step 1: Layer diced red beans, spread red bean paste on cup walls, pour in osmanthus jelly, then add mixed milk and coconut milk. Top with whipped cream and pecan crumbs for a snow-mountain effect.","Sweet, creamy, nutty, aromatic",简单,10min
Coconut Red Bean Delight,Diced red beans; Red bean paste; Tapioca pearls; Fresh milk; Coconut milk; Pecan crumbs,"Step 1: Add 30g diced red beans at the bottom, spread 20g red bean paste, then add 50g tapioca. Mix 100ml milk and 100ml coconut milk, warm and froth slightly, pour in, and top with pecan crumbs.","Sweet, milky, smooth, comforting",简单,15min
Scallion Oil Chicken,Salt; Chicken; Scallions; Ginger; Soy sauce for steamed fish; Sesame oil; Chicken stock; Onion,"Step 1: Blanch the whole chicken briefly, then simmer gently in scallion-ginger water for 40 minutes with a piece of pork belly. Step 2: Remove, cool slightly, shred chicken keeping skin intact. Step 3: Heat oil with onions, scallions, and ginger to make fragrant scallion oil. Step 4: Mix shredded chicken with scallion oil, sesame oil, chicken stock, salt, and soy sauce. Garnish with cilantro.","Savory, aromatic, tender, rich",中等,60min
Endless Summer Mango Pomelo Sago,Mango; Grapefruit; Coconut milk; Milk; Tapioca pearls,"Step 1: Boil sago for 10 minutes, let sit for 10. Step 2: Peel grapefruit and segment. Step 3: Dice half of mango for garnish, blend the rest with 100ml milk and 30ml coconut milk to make mango purée. Step 4: Layer sago, mango cubes, and grapefruit in a cup, pour in milk and mango purée. Refreshing and tropical!","Sweet, fruity, tropical, refreshing",简单,20min
Garlic Pork Ribs,Pork ribs,"Step 1: Marinate ribs with baking soda 40 min. Step 2: Add pepper, sugar, oyster sauce, mix; coat with crispy flour, sweet potato starch, egg yolk. Step 3: Fry in corn oil: high heat to set, then low heat to cook through. Step 4: Re-fry briefly before serving for extra crispiness.",Savory; Crispy; Aromatic,Medium,1 h
Pumpkin Stew with Potato,Pumpkin; Potato,"Step 1: Heat oil, sauté onions, add pumpkin and potato, stir-fry until soft. Step 2: Add water, simmer with seasoning until cooked.",Savory; Sweet; Soft,Easy,30 min
Father’s Day Lychee Cream Cake Roll,Eggs; Sugar; Lemon juice; Milk; Corn oil; Low-gluten flour; Butter; Egg white; Powdered sugar; Red velvet liquid; Cocoa powder,"Step 1: Separate yolks and whites, emulsify milk + corn oil, add flour. Step 2: Beat egg whites with sugar until soft peaks. Step 3: Beat yolks until pale. Step 4: Fold yolks into batter, then fold in egg whites in 3 parts. Step 5: Pour into 28x28 cm pan, bake 20 min (top 150°C, bottom 142°C). Step 6: Cool, decorate as desired.",Sweet; Soft; Fluffy; Decorative,Hard,1 h 30 min
